Film year,Ceremony year,Ceremony number,Winning category,Winner name,Film title,Film Duration,Film score
1959,1960,32,Music (music Score Of A Dramatic Or Comedy Picture),Miklos Rozsa,Ben-Hur,212,81.0
1959,1960,32,Music (scoring Of A Musical Picture),"Andre Previn, Ken Darby",Porgy and Bess,138,70.0
1959,1960,32,Music (song),Music by James Van Heusen; Lyrics by Sammy Cahn,A Hole in the Head,120,62.0
1959,1960,32,Best Motion Picture,"Sam Zimbalist, Producer",Ben-Hur,212,81.0
1959,1960,32,Short Subject (live Action),"Jacques-Yves Cousteau, Producer",The Golden Fish,19,68.0
1959,1960,32,Sound,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",Ben-Hur,212,81.0
1959,1960,32,Special Effects,"Visual Effects by A. Arnold Gillespie, Robert MacDonald; Audible Effects by Milo Lory",Ben-Hur,212,81.0
1959,1960,32,Writing (screenplay--based On Material From Another Medium),Neil Paterson,Room at the Top,117,75.0
1959,1960,32,Writing (story And Screenplay--written Directly For The Screen),"Story by Russell Rouse, Clarence Greene;  Screenplay by Stanley Shapiro, Maurice Richlin",Pillow Talk,102,74.0
1960,1961,33,Actor,Burt Lancaster,Elmer Gantry,146,77.0
1960,1961,33,Actor In A Supporting Role,Peter Ustinov,Spartacus,197,79.0
1960,1961,33,Actress,Elizabeth Taylor,Butterfield 8,109,63.0
1960,1961,33,Actress In A Supporting Role,Shirley Jones,Elmer Gantry,146,77.0
1960,1961,33,Art Direction (black-and-white),Art Direction:  Alexander Trauner;  Set Decoration:  Edward G. Boyle,The Apartment,125,83.0
1960,1961,33,Art Direction (color),"Art Direction:  Alexander Golitzen, Eric Orbom;  Set Decoration:  Russell A. Gausman, Julia Heron",Spartacus,197,79.0
1960,1961,33,Cinematography (black-and-white),Freddie Francis,Sons and Lovers,103,71.0
1960,1961,33,Cinematography (color),Russell Metty,Spartacus,197,79.0
1960,1961,33,Costume Design (black-and-white),"Edith Head, Edward Stevenson",The Facts of Life,103,63.0
1960,1961,33,Costume Design (color),"Valles, Bill Thomas",Spartacus,197,79.0
1960,1961,33,Directing,Billy Wilder,The Apartment,125,83.0
1960,1961,33,Documentary (feature),"Larry Lansburgh, Producer",The Horse with the Flying Tail,48,61.0
1960,1961,33,Film Editing,Daniel Mandell,The Apartment,125,83.0
1960,1961,33,Foreign Language Film,Sweden,The Virgin Spring,89,81.0
1960,1961,33,Music (music Score Of A Dramatic Or Comedy Picture),Ernest Gold,Exodus,208,67.0
1960,1961,33,Music (song),Music and Lyrics by Manos Hadjidakis,Never on Sunday,91,73.0
1960,1961,33,Best Motion Picture,"Billy Wilder, Producer",The Apartment,125,83.0
1960,1961,33,Short Subject (cartoon),"William L. Snyder, Producer",Munro,97,55.0
1960,1961,33,Sound,"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director",The Alamo,162,68.0
1960,1961,33,Special Effects,"Visual Effects by Gene Warren, Tim Baar",The Time Machine,103,75.0
1960,1961,33,Writing (screenplay--based On Material From Another Medium),Richard Brooks,Elmer Gantry,146,77.0
1960,1961,33,Writing (story And Screenplay--written Directly For The Screen),"Billy Wilder, I. A. L. Diamond",The Apartment,125,83.0
1961,1962,34,Actor,Maximilian Schell,Judgment at Nuremberg,179,83.0
1961,1962,34,Actor In A Supporting Role,George Chakiris,West Side Story,153,76.0
1961,1962,34,Actress In A Supporting Role,Rita Moreno,West Side Story,153,76.0
1961,1962,34,Art Direction (black-and-white),Art Direction:  Harry Horner;  Set Decoration:  Gene Callahan,The Hustler,134,80.0
1961,1962,34,Art Direction (color),Art Direction:  Boris Leven;  Set Decoration:  Victor A. Gangelin,West Side Story,153,76.0
1961,1962,34,Cinematography (black-and-white),Eugen Shuftan,The Hustler,134,80.0
1961,1962,34,Cinematography (color),Daniel L. Fapp,West Side Story,153,76.0
1961,1962,34,Costume Design (black-and-white),Piero Gherardi,La Dolce Vita,174,80.0
1961,1962,34,Costume Design (color),Irene Sharaff,West Side Story,153,76.0
1961,1962,34,Directing,"Robert Wise, Jerome Robbins",West Side Story,153,76.0
1961,1962,34,Film Editing,Thomas Stanford,West Side Story,153,76.0
1961,1962,34,Foreign Language Film,Sweden,Through a Glass Darkly,90,79.0
1961,1962,34,Music (music Score Of A Dramatic Or Comedy Picture),Henry Mancini,Breakfast at Tiffany's,115,76.0
1961,1962,34,Music (scoring Of A Musical Picture),"Saul Chaplin, Johnny Green, Sid Ramin, Irwin Kostal",West Side Story,153,76.0
1961,1962,34,Music (song),Music by Henry Mancini; Lyrics by Johnny Mercer,Breakfast at Tiffany's,115,76.0
1961,1962,34,Best Motion Picture,"Robert Wise, Producer",West Side Story,153,76.0
1961,1962,34,Sound,"Todd-AO Sound Department, Fred Hynes, Sound Director; and Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director",West Side Story,153,76.0
1961,1962,34,Special Effects,Visual Effects by Bill Warrington; Audible Effects by Vivian C. Greenham,The Guns of Navarone,158,75.0
1961,1962,34,Writing (screenplay--based On Material From Another Medium),Abby Mann,Judgment at Nuremberg,179,83.0
1961,1962,34,Writing (story And Screenplay--written Directly For The Screen),William Inge,Splendor in the Grass,124,77.0
1962,1963,35,Actor,Gregory Peck,To Kill a Mockingbird,129,83.0
1962,1963,35,Actor In A Supporting Role,Ed Begley,Sweet Bird of Youth,120,72.0
1962,1963,35,Actress,Anne Bancroft,The Miracle Worker,106,81.0
1962,1963,35,Actress In A Supporting Role,Patty Duke,The Miracle Worker,106,81.0
1962,1963,35,Art Direction (black-and-white),"Art Direction:  Alexander Golitzen, Henry Bumstead;  Set Decoration:  Oliver Emert",To Kill a Mockingbird,129,83.0
1962,1963,35,Art Direction (color),"Art Direction:  John Box, John Stoll;  Set Decoration:  Dario Simoni",Lawrence of Arabia,218,83.0
1962,1963,35,Cinematography (black-and-white),"Jean Bourgoin, Walter Wottitz, (Henri Persin)",The Longest Day,178,77.0
1962,1963,35,Cinematography (color),Fred A. Young,Lawrence of Arabia,218,83.0
1962,1963,35,Costume Design (black-and-white),Norma Koch,What Ever Happened to Baby Jane?,134,80.0
1962,1963,35,Costume Design (color),Mary Wills,The Wonderful World of the Brothers Grimm,135,64.0
1962,1963,35,Directing,David Lean,Lawrence of Arabia,218,83.0
1962,1963,35,Film Editing,Anne Coates,Lawrence of Arabia,218,83.0
1962,1963,35,Foreign Language Film,France,Sundays and Cybele,111,78.0
1962,1963,35,Music (music Score--substantially Original),Maurice Jarre,Lawrence of Arabia,218,83.0
1962,1963,35,Music (scoring Of Music--adaptation Or Treatment),Ray Heindorf,Meredith Willson's The Music Man,151,78.0
1962,1963,35,Music (song),Music by Henry Mancini; Lyrics by Johnny Mercer,Days of Wine and Roses,117,78.0
1962,1963,35,Best Picture,"Sam Spiegel, Producer",Lawrence of Arabia,218,83.0
1962,1963,35,Sound,"Shepperton Studio Sound Department, John Cox, Sound Director",Lawrence of Arabia,218,83.0
1962,1963,35,Special Effects,Visual Effects by Robert MacDonald; Audible Effects by Jacques Maumont,The Longest Day,178,77.0
1962,1963,35,Writing (screenplay--based On Material From Another Medium),Horton Foote,To Kill a Mockingbird,129,83.0
1962,1963,35,Writing (story And Screenplay--written Directly For The Screen),"Ennio de Concini, Alfredo Giannetti, Pietro Germi",Divorce--Italian Style,105,80.0
1963,1964,36,Actor,Sidney Poitier,Lilies of the Field,94,75.0
1963,1964,36,Actor In A Supporting Role,Melvyn Douglas,Hud,112,78.0
1963,1964,36,Actress,Patricia Neal,Hud,112,78.0
1963,1964,36,Actress In A Supporting Role,Margaret Rutherford,The V.I.P.s,119,63.0
1963,1964,36,Art Direction (black-and-white),Gene Callahan,America America,174,77.0
1963,1964,36,Art Direction (color),"Art Direction:  John DeCuir, Jack Martin Smith, Hilyard Brown, Herman Blumenthal, Elven Webb, Maurice Pelling, Boris Juraga;  Set Decoration:  Walter M. Scott, Paul S. Fox, Ray Moyer",Cleopatra,192,70.0
1963,1964,36,Cinematography (black-and-white),James Wong Howe,Hud,112,78.0
1963,1964,36,Cinematography (color),Leon Shamroy,Cleopatra,192,70.0
1963,1964,36,Film Editing,Harold F. Kress,How the West Was Won,164,70.0
1963,1964,36,Foreign Language Film,Italy,Federico Fellini's 8-1/2,138,80.0
1963,1964,36,Music (music Score--substantially Original),John Addison,Tom Jones,129,64.0
1963,1964,36,Music (scoring Of Music--adaptation Or Treatment),Andre Previn,Irma La Douce,147,73.0
1963,1964,36,Music (song),Music by James Van Heusen; Lyrics by Sammy Cahn,Papa's Delicate Condition,98,65.0
1963,1964,36,Best Picture,"Tony Richardson, Producer",Tom Jones,129,64.0
1963,1964,36,Short Subject (cartoon),"Ernest Pintoff, Producer",The Critic,4,68.0
1963,1964,36,Short Subject (live Action),"Paul de Roubaix and Marcel Ichac, Producers",An Occurrence at Owl Creek Bridge,28,81.0
1963,1964,36,Sound,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",How the West Was Won,164,70.0
1963,1964,36,Sound Effects,Walter G. Elliott,"It's a Mad, Mad, Mad, Mad World",210,75.0
1963,1964,36,Special Effects,"Emil Kosa, Jr.",Cleopatra,192,70.0
1963,1964,36,Writing (screenplay--based On Material From Another Medium),John Osborne,Tom Jones,129,64.0
1963,1964,36,Writing (story And Screenplay--written Directly For The Screen),James R. Webb,How the West Was Won,164,70.0
1964,1965,37,Actor,Rex Harrison,My Fair Lady,170,78.0
1964,1965,37,Actor In A Supporting Role,Peter Ustinov,Topkapi,120,69.0
1964,1965,37,Actress,Julie Andrews,Mary Poppins,139,78.0
1964,1965,37,Actress In A Supporting Role,Lila Kedrova,Zorba the Greek,142,76.0
1964,1965,37,Art Direction (black-and-white),Vassilis Fotopoulos,Zorba the Greek,142,76.0
1964,1965,37,Art Direction (color),"Art Direction:  Gene Allen, Cecil Beaton;  Set Decoration:  George James Hopkins",My Fair Lady,170,78.0
1964,1965,37,Cinematography (black-and-white),Walter Lassally,Zorba the Greek,142,76.0
1964,1965,37,Cinematography (color),Harry Stradling,My Fair Lady,170,78.0
1964,1965,37,Costume Design (black-and-white),Dorothy Jeakins,The Night of the Iguana,125,76.0
1964,1965,37,Costume Design (color),Cecil Beaton,My Fair Lady,170,78.0
1964,1965,37,Directing,George Cukor,My Fair Lady,170,78.0
1964,1965,37,Documentary (short Subject),"Charles Guggenheim, Producer",Nine from Little Rock,20,70.0
1964,1965,37,Film Editing,Cotton Warburton,Mary Poppins,139,78.0
1964,1965,37,Foreign Language Film,Italy,"Yesterday, Today and Tomorrow",114,72.0
1964,1965,37,Music (music Score--substantially Original),"Richard M. Sherman, Robert B. Sherman",Mary Poppins,139,78.0
1964,1965,37,Music (scoring Of Music--adaptation Or Treatment),Andre Previn,My Fair Lady,170,78.0
1964,1965,37,Music (song),Music and Lyrics by Richard M. Sherman and Robert B. Sherman,Mary Poppins,139,78.0
1964,1965,37,Best Picture,"Jack L. Warner, Producer",My Fair Lady,170,78.0
1964,1965,37,Short Subject (cartoon),"David H. DePatie and Friz Freleng, Producers",The Pink Phink,7,76.0
1964,1965,37,Sound,"Warner Bros. Studio Sound Department, George R. Groves, Sound Director",My Fair Lady,170,78.0
1964,1965,37,Sound Effects,Norman Wanstall,Goldfinger,110,77.0
1964,1965,37,Special Visual Effects,"Peter Ellenshaw, Eustace Lycett, Hamilton Luske",Mary Poppins,139,78.0
1964,1965,37,Writing (screenplay--based On Material From Another Medium),Edward Anhalt,Becket,148,78.0
1964,1965,37,Writing (story And Screenplay--written Directly For The Screen),"Story by S. H. Barnett;  Screenplay by Peter Stone, Frank Tarloff",Father Goose,118,73.0
1965,1966,38,Actor,Lee Marvin,Cat Ballou,97,68.0
1965,1966,38,Actor In A Supporting Role,Martin Balsam,A Thousand Clowns,118,73.0
1965,1966,38,Actress,Julie Christie,Darling,128,70.0
1965,1966,38,Actress In A Supporting Role,Shelley Winters,A Patch of Blue,105,80.0
1965,1966,38,Art Direction (black-and-white),Art Direction:  Robert Clatworthy;  Set Decoration:  Joseph Kish,Ship of Fools,149,71.0
1965,1966,38,Art Direction (color),"Art Direction:  John Box, Terry Marsh;  Set Decoration:  Dario Simoni",Doctor Zhivago,197,79.0
1965,1966,38,Cinematography (black-and-white),Ernest Laszlo,Ship of Fools,149,71.0
1965,1966,38,Cinematography (color),Freddie Young,Doctor Zhivago,197,79.0
1965,1966,38,Costume Design (black-and-white),Julie Harris,Darling,128,70.0
1965,1966,38,Costume Design (color),Phyllis Dalton,Doctor Zhivago,197,79.0
1965,1966,38,Directing,Robert Wise,The Sound of Music,172,81.0
1965,1966,38,Documentary (feature),"Sidney Glazier, Producer",The Eleanor Roosevelt Story,90,64.0
1965,1966,38,Film Editing,William Reynolds,The Sound of Music,172,81.0
1965,1966,38,Foreign Language Film,Czechoslovakia,The Shop on Main Street,128,82.0
1965,1966,38,Music (music Score--substantially Original),Maurice Jarre,Doctor Zhivago,197,79.0
1965,1966,38,Music (scoring Of Music--adaptation Or Treatment),Irwin Kostal,The Sound of Music,172,81.0
1965,1966,38,Music (song),Music by Johnny Mandel; Lyrics by Paul Francis Webster,The Sandpiper,117,62.0
1965,1966,38,Best Picture,"Robert Wise, Producer",The Sound of Music,172,81.0
1965,1966,38,Short Subject (cartoon),"Chuck Jones and Les Goldman, Producers",The Dot and the Line,10,75.0
1965,1966,38,Sound,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director",The Sound of Music,172,81.0
1965,1966,38,Sound Effects,Tregoweth Brown,The Great Race,160,72.0
1965,1966,38,Special Visual Effects,John Stears,Thunderball,130,69.0
1965,1966,38,Writing (screenplay--based On Material From Another Medium),Robert Bolt,Doctor Zhivago,197,79.0
1965,1966,38,Writing (story And Screenplay--written Directly For The Screen),Frederic Raphael,Darling,128,70.0
1966,1967,39,Actor,Paul Scofield,A Man for All Seasons,120,77.0
1966,1967,39,Actor In A Supporting Role,Walter Matthau,The Fortune Cookie,125,72.0
1966,1967,39,Actress,Elizabeth Taylor,Who's Afraid of Virginia Woolf?,131,80.0
1966,1967,39,Actress In A Supporting Role,Sandy Dennis,Who's Afraid of Virginia Woolf?,131,80.0
1966,1967,39,Art Direction (black-and-white),Art Direction:  Richard Sylbert;  Set Decoration:  George James Hopkins,Who's Afraid of Virginia Woolf?,131,80.0
1966,1967,39,Art Direction (color),"Art Direction:  Jack Martin Smith, Dale Hennesy;  Set Decoration:  Walter M. Scott, Stuart A. Reiss",Fantastic Voyage,100,68.0
1966,1967,39,Cinematography (black-and-white),Haskell Wexler,Who's Afraid of Virginia Woolf?,131,80.0
1966,1967,39,Cinematography (color),Ted Moore,A Man for All Seasons,120,77.0
1966,1967,39,Costume Design (black-and-white),Irene Sharaff,Who's Afraid of Virginia Woolf?,131,80.0
1966,1967,39,Costume Design (color),"Elizabeth Haffenden, Joan Bridge",A Man for All Seasons,120,77.0
1966,1967,39,Directing,Fred Zinnemann,A Man for All Seasons,120,77.0
1966,1967,39,Documentary (feature),"Peter Watkins, Producer",The War Game,48,80.0
1966,1967,39,Film Editing,"Fredric Steinkamp, Henry Berman, Stewart Linder, Frank Santillo",Grand Prix,176,72.0
1966,1967,39,Foreign Language Film,France,A Man and a Woman,102,75.0
1966,1967,39,Music (original Music Score),John Barry,Born Free,95,72.0
1966,1967,39,Music (scoring Of Music--adaptation Or Treatment),Ken Thorne,A Funny Thing Happened on the Way to the Forum,99,68.0
1966,1967,39,Music (song),Music by John Barry; Lyrics by Don Black,Born Free,95,72.0
1966,1967,39,Best Picture,"Fred Zinnemann, Producer",A Man for All Seasons,120,77.0
1966,1967,39,Short Subject (live Action),"Edgar Anstey, Producer",Wild Wings,80,59.0
1966,1967,39,Sound,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",Grand Prix,176,72.0
1966,1967,39,Sound Effects,Gordon Daniel,Grand Prix,176,72.0
1966,1967,39,Special Visual Effects,Art Cruickshank,Fantastic Voyage,100,68.0
1966,1967,39,Writing (screenplay--based On Material From Another Medium),Robert Bolt,A Man for All Seasons,120,77.0
1966,1967,39,Writing (story And Screenplay--written Directly For The Screen),"Story by Claude Lelouch;  Screenplay by Claude Lelouch, Pierre Uytterhoeven",A Man and a Woman,102,75.0
1967,1968,40,Actor,Rod Steiger,In the Heat of the Night,110,79.0
1967,1968,40,Actor In A Supporting Role,George Kennedy,Cool Hand Luke,127,81.0
1967,1968,40,Actress,Katharine Hepburn,Guess Who's Coming to Dinner,108,78.0
1967,1968,40,Actress In A Supporting Role,Estelle Parsons,Bonnie and Clyde,111,77.0
1967,1968,40,Art Direction,"Art Direction:  John Truscott, Edward Carrere;  Set Decoration:  John W. Brown",Camelot,179,65.0
1967,1968,40,Cinematography,Burnett Guffey,Bonnie and Clyde,111,77.0
1967,1968,40,Costume Design,John Truscott,Camelot,179,65.0
1967,1968,40,Directing,Mike Nichols,The Graduate,106,80.0
1967,1968,40,Documentary (feature),"Pierre Schoendoerffer, Producer",The Anderson Platoon,65,69.0
1967,1968,40,Film Editing,Hal Ashby,In the Heat of the Night,110,79.0
1967,1968,40,Foreign Language Film,Czechoslovakia,Closely Watched Trains,92,76.0
1967,1968,40,Music (original Music Score),Elmer Bernstein,Thoroughly Modern Millie,138,69.0
1967,1968,40,Music (scoring Of Music--adaptation Or Treatment),"Alfred Newman, Ken Darby",Camelot,179,65.0
1967,1968,40,Music (song),Music and Lyrics by Leslie Bricusse,Doctor Dolittle,152,61.0
1967,1968,40,Best Picture,"Walter Mirisch, Producer",In the Heat of the Night,110,79.0
1967,1968,40,Sound,Samuel Goldwyn Studio Sound Department,In the Heat of the Night,110,79.0
1967,1968,40,Sound Effects,John Poyner,The Dirty Dozen,150,77.0
1967,1968,40,Special Visual Effects,L. B. Abbott,Doctor Dolittle,152,61.0
1967,1968,40,Writing (screenplay--based On Material From Another Medium),Stirling Silliphant,In the Heat of the Night,110,79.0
1967,1968,40,Writing (story And Screenplay--written Directly For The Screen),William Rose,Guess Who's Coming to Dinner,108,78.0
1968,1969,41,Actor,Cliff Robertson,Charly,103,69.0
1968,1969,41,Actor In A Supporting Role,Jack Albertson,The Subject Was Roses,107,70.0
1968,1969,41,Actress,Katharine Hepburn,The Lion in Winter,134,79.0
1968,1969,41,Actress,Barbra Streisand,Funny Girl,151,73.0
1968,1969,41,Actress In A Supporting Role,Ruth Gordon,Rosemary's Baby,137,80.0
1968,1969,41,Art Direction,"Art Direction:  John Box, Terence Marsh;  Set Decoration:  Vernon Dixon, Ken Muggleston",Oliver!,153,74.0
1968,1969,41,Cinematography,Pasqualino De Santis,Romeo and Juliet,138,76.0
1968,1969,41,Costume Design,Danilo Donati,Romeo and Juliet,138,76.0
1968,1969,41,Directing,Carol Reed,Oliver!,153,74.0
1968,1969,41,Film Editing,Frank P. Keller,Bullitt,114,74.0
1968,1969,41,Foreign Language Film,Union of Soviet Socialist Republics,War and Peace,0,81.0
1968,1969,41,Music (original Score--for A Motion Picture [not A Musical]),John Barry,The Lion in Winter,134,79.0
1968,1969,41,Music (score Of A Musical Picture--original Or Adaptation),Adaptation score by John Green,Oliver!,153,74.0
1968,1969,41,Music (song--original For The Picture),Music by Michel Legrand; Lyrics by Alan Bergman and Marilyn Bergman,The Thomas Crown Affair,102,69.0
1968,1969,41,Best Picture,"John Woolf, Producer",Oliver!,153,74.0
1968,1969,41,Short Subject (cartoon),"Walt Disney, Producer",Winnie the Pooh and the Blustery Day,25,79.0
1968,1969,41,Sound,Shepperton Studio Sound Department,Oliver!,153,74.0
1968,1969,41,Special Visual Effects,Stanley Kubrick,2001: A Space Odyssey,149,83.0
1968,1969,41,Writing (screenplay--based On Material From Another Medium),James Goldman,The Lion in Winter,134,79.0
1968,1969,41,Writing (story And Screenplay--written Directly For The Screen),Mel Brooks,The Producers,88,75.0
1969,1970,42,Actor,John Wayne,True Grit,128,74.0
1969,1970,42,Actor In A Supporting Role,Gig Young,"They Shoot Horses, Don't They?",129,78.0
1969,1970,42,Actress,Maggie Smith,The Prime of Miss Jean Brodie,116,76.0
1969,1970,42,Actress In A Supporting Role,Goldie Hawn,Cactus Flower,104,72.0
1969,1970,42,Art Direction,"Art Direction:  John DeCuir, Jack Martin Smith, Herman Blumenthal;  Set Decoration:  Walter M. Scott, George Hopkins, Raphael Bretton","Hello, Dolly!",146,70.0
1969,1970,42,Cinematography,Conrad Hall,Butch Cassidy and the Sundance Kid,110,80.0
1969,1970,42,Costume Design,Margaret Furse,Anne of the Thousand Days,145,74.0
1969,1970,42,Directing,John Schlesinger,Midnight Cowboy,113,78.0
1969,1970,42,Film Editing,Françoise Bonnot,Z,127,82.0
1969,1970,42,Foreign Language Film,Algeria,Z,127,82.0
1969,1970,42,Music (original Score--for A Motion Picture [not A Musical]),Burt Bacharach,Butch Cassidy and the Sundance Kid,110,80.0
1969,1970,42,Music (score Of A Musical Picture--original Or Adaptation),Adaptation score by Lennie Hayton and Lionel Newman,"Hello, Dolly!",146,70.0
1969,1970,42,Music (song--original For The Picture),Music by Burt Bacharach; Lyrics by Hal David,Butch Cassidy and the Sundance Kid,110,80.0
1969,1970,42,Best Picture,"Jerome Hellman, Producer",Midnight Cowboy,113,78.0
1969,1970,42,Short Subject (cartoon),"Ward Kimball, Producer",It's Tough to Be a Bird,21,67.0
1969,1970,42,Short Subject (live Action),"Joan Keller Stern, Producer",The Magic Machines,15,62.0
1969,1970,42,Sound,"Jack Solomon, Murray Spivack","Hello, Dolly!",146,70.0
1969,1970,42,Special Visual Effects,Robbie Robertson,Marooned,134,58.0
1969,1970,42,Writing (screenplay--based On Material From Another Medium),Waldo Salt,Midnight Cowboy,113,78.0
1969,1970,42,Writing (story And Screenplay--based On Material Not Previously Published Or Produced),William Goldman,Butch Cassidy and the Sundance Kid,110,80.0
1970,1971,43,Actor,George C. Scott,Patton,172,79.0
1970,1971,43,Actor In A Supporting Role,John Mills,Ryan's Daughter,200,74.0
1970,1971,43,Actress,Glenda Jackson,Women in Love,131,71.0
1970,1971,43,Actress In A Supporting Role,Helen Hayes,Airport,137,66.0
1970,1971,43,Art Direction,"Art Direction:  Urie McCleary, Gil Parrondo;  Set Decoration:  Antonio Mateos, Pierre-Louis Thevenet",Patton,172,79.0
1970,1971,43,Cinematography,Freddie Young,Ryan's Daughter,200,74.0
1970,1971,43,Costume Design,Nino Novarese,Cromwell,139,69.0
1970,1971,43,Directing,Franklin J. Schaffner,Patton,172,79.0
1970,1971,43,Documentary (feature),"Bob Maurice, Producer",Woodstock,184,81.0
1970,1971,43,Film Editing,Hugh S. Fowler,Patton,172,79.0
1970,1971,43,Foreign Language Film,Italy,Investigation of a Citizen above Suspicion,115,80.0
1970,1971,43,Music (original Score),Francis Lai,Love Story,100,69.0
1970,1971,43,Music (original Song Score),Music and lyrics by The Beatles,Let It Be,81,77.0
1970,1971,43,Music (song--original For The Picture),Music by Fred Karlin; Lyrics by Robb Royer (aka Robb Wilson) and James Griffin (aka Arthur James),Lovers and Other Strangers,104,66.0
1970,1971,43,Best Picture,"Frank McCarthy, Producer",Patton,172,79.0
1970,1971,43,Short Subject (live Action),"John Longenecker, Producer",The Resurrection of Broncho Billy,23,59.0
1970,1971,43,Sound,"Douglas Williams, Don Bassman",Patton,172,79.0
1970,1971,43,Special Visual Effects,"A. D. Flowers, L. B. Abbott",Tora! Tora! Tora!,144,75.0
1970,1971,43,Writing (screenplay--based On Material From Another Medium),"Ring Lardner, Jr.",M*A*S*H,144,75.0
1970,1971,43,Writing (story And Screenplay--based On Factual Material Or Material Not Previously Published Or Produced),"Francis Ford Coppola, Edmund H. North",Patton,172,79.0
1971,1972,44,Actor,Gene Hackman,The French Connection,104,77.0
1971,1972,44,Actor In A Supporting Role,Ben Johnson,The Last Picture Show,118,80.0
1971,1972,44,Actress,Jane Fonda,Klute,114,71.0
1971,1972,44,Actress In A Supporting Role,Cloris Leachman,The Last Picture Show,118,80.0
1971,1972,44,Art Direction,"Art Direction:  John Box, Ernest Archer, Jack Maxsted, Gil Parrondo;  Set Decoration:  Vernon Dixon",Nicholas and Alexandra,183,72.0
1971,1972,44,Cinematography,Oswald Morris,Fiddler on the Roof,181,80.0
1971,1972,44,Costume Design,"Yvonne Blake, Antonio Castillo",Nicholas and Alexandra,183,72.0
1971,1972,44,Directing,William Friedkin,The French Connection,104,77.0
1971,1972,44,Documentary (feature),"Walon Green, Producer",The Hellstrom Chronicle,90,74.0
1971,1972,44,Documentary (short Subject),"Manuel Arango and Robert Amram, Producers",Sentinels of Silence,18,71.0
1971,1972,44,Film Editing,Jerry Greenberg,The French Connection,104,77.0
1971,1972,44,Foreign Language Film,Italy,The Garden of the Finzi Continis,94,73.0
1971,1972,44,Music (original Dramatic Score),Michel Legrand,Summer of '42,104,72.0
1971,1972,44,Music (scoring: Adaptation And Original Song Score),Adaptation Score by John Williams,Fiddler on the Roof,181,80.0
1971,1972,44,Music (song--original For The Picture),Music and Lyrics by Isaac Hayes,Shaft,100,66.0
1971,1972,44,Best Picture,"Philip D'Antoni, Producer",The French Connection,104,77.0
1971,1972,44,Short Subject (animated),"Ted Petok, Producer",The Crunch Bird,2,53.0
1971,1972,44,Short Subject (live Action),"Manuel Arango and Robert Amram, Producers",Sentinels of Silence,18,71.0
1971,1972,44,Sound,"Gordon K. McCallum, David Hildyard",Fiddler on the Roof,181,80.0
1971,1972,44,Special Visual Effects,"Alan Maley, Eustace Lycett, Danny Lee",Bedknobs and Broomsticks,117,70.0
1971,1972,44,Writing (screenplay--based On Material From Another Medium),Ernest Tidyman,The French Connection,104,77.0
1971,1972,44,Writing (story And Screenplay--based On Factual Material Or Material Not Previously Published Or Produced),Paddy Chayefsky,The Hospital,103,71.0
1972,1973,45,Actor,Marlon Brando,The Godfather,175,92.0
1972,1973,45,Actor In A Supporting Role,Joel Grey,Cabaret,124,78.0
1972,1973,45,Actress,Liza Minnelli,Cabaret,124,78.0
1972,1973,45,Actress In A Supporting Role,Eileen Heckart,Butterflies Are Free,109,72.0
1972,1973,45,Art Direction,"Art Direction:  Rolf Zehetbauer, Jurgen Kiebach;  Set Decoration:  Herbert Strabel",Cabaret,124,78.0
1972,1973,45,Cinematography,Geoffrey Unsworth,Cabaret,124,78.0
1972,1973,45,Costume Design,Anthony Powell,Travels with My Aunt,108,63.0
1972,1973,45,Directing,Bob Fosse,Cabaret,124,78.0
1972,1973,45,Documentary (feature),"Howard Smith and Sarah Kernochan, Producers",Marjoe,88,75.0
1972,1973,45,Film Editing,David Bretherton,Cabaret,124,78.0
1972,1973,45,Foreign Language Film,France,The Discreet Charm of the Bourgeoisie,102,78.0
1972,1973,45,Music (scoring: Adaptation And Original Song Score),Adaptation Score by Ralph Burns,Cabaret,124,78.0
1972,1973,45,Music (song--original For The Picture),Music and Lyrics by Al Kasha and Joel Hirschhorn,The Poseidon Adventure,117,71.0
1972,1973,45,Best Picture,"Albert S. Ruddy, Producer",The Godfather,175,92.0
1972,1973,45,Short Subject (animated),"Richard Williams, Producer",A Christmas Carol,96,68.0
1972,1973,45,Short Subject (live Action),"Richard Barclay, Producer",Norman Rockwell's World...An American Dream,25,70.0
1972,1973,45,Sound,"Robert Knudson, David Hildyard",Cabaret,124,78.0
1972,1973,45,Writing (screenplay--based On Material From Another Medium),"Mario Puzo, Francis Ford Coppola",The Godfather,175,92.0
1972,1973,45,Writing (story And Screenplay--based On Factual Material Or Material Not Previously Published Or Produced),Jeremy Larner,The Candidate,110,70.0
1972,1973,45,Special Achievement Award (visual Effects),"L. B. Abbott, A. D. Flowers",The Poseidon Adventure,117,71.0
1973,1974,46,Actor,Jack Lemmon,Save the Tiger,100,69.0
